cl.from,cl.to,Freq,cl.from.total,cl.to.total,odds,pval.log,frac,cl.from.label,cl.to.label
176,168,302,9967,6754,76.66198488,-1027.349987,0.03029999,L2/3 IT Ndst4 AI Tgfbr3_2,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
149,168,30,597,6754,127.1406708,-119.0024937,0.050251256,L2/3 IT Ndst4 ENTl_1,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1
171,176,672,7701,9312,160.1318841,-2801.763418,0.087261395,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8,L2/3 IT Ndst4 AI Tgfbr3_2
168,176,397,8119,9312,89.7312317,-1414.571171,0.048897647,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 AI Tgfbr3_2
176,176,7180,9967,9312,1321.951889,-52089.91202,0.720377245,L2/3 IT Ndst4 AI Tgfbr3_2,L2/3 IT Ndst4 AI Tgfbr3_2
149,176,23,597,9312,70.69833219,-78.18942657,0.038525963,L2/3 IT Ndst4 ENTl_1,L2/3 IT Ndst4 AI Tgfbr3_2
173,174,468,7788,3881,264.590897,-2191.719155,0.06009245,L2/3 IT Ndst4 ENT Stxbp6,L2/3 IT Ndst4 ENT 
174,174,2561,3618,3881,3116.7072,-20442.43269,0.707849641,L2/3 IT Ndst4 ENT ,L2/3 IT Ndst4 ENT 
175,174,177,1394,3881,559.0690893,-962.2724277,0.12697274,L2/3 IT Ndst4 ENT Fos,L2/3 IT Ndst4 ENT 
175,175,707,1394,1377,6293.92163,-5926.089278,0.507173601,L2/3 IT Ndst4 ENT Fos,L2/3 IT Ndst4 ENT Fos
150,150,2841,3481,3402,4099.506056,-24382.08302,0.816144786,L2/3 IT Ndst4 AI_ENTl,L2/3 IT Ndst4 AI_ENTl
149,150,61,597,3402,513.2392075,-326.4796121,0.102177554,L2/3 IT Ndst4 ENTl_1,L2/3 IT Ndst4 AI_ENTl
149,149,365,597,482,21675.55,-3626.898449,0.611390285,L2/3 IT Ndst4 ENTl_1,L2/3 IT Ndst4 ENTl_1
180,172,254,3818,60901,18.66689136,-514.8393277,0.066526977,L2/3 IT Lef1 ENT Igfn1 Abi3bp,L2/3 IT Ndst4 ENTl_2
173,172,1603,7788,60901,57.75396253,-5123.880208,0.205829481,L2/3 IT Ndst4 ENT Stxbp6,L2/3 IT Ndst4 ENTl_2
168,172,1521,8119,60901,52.5655097,-4704.112314,0.187338342,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_3_1,L2/3 IT Ndst4 ENTl_2
176,172,1165,9967,60901,32.79711739,-3018.511239,0.116885723,L2/3 IT Ndst4 AI Tgfbr3_2,L2/3 IT Ndst4 ENTl_2
150,172,454,3481,60901,36.5953611,-1227.647246,0.130422292,L2/3 IT Ndst4 AI_ENTl,L2/3 IT Ndst4 ENTl_2
149,172,112,597,60901,52.64024462,-348.1321092,0.18760469,L2/3 IT Ndst4 ENTl_1,L2/3 IT Ndst4 ENTl_2
172,172,55662,58538,60901,266.8057187,-345014.6296,0.950869521,L2/3 IT Ndst4 ENTl_2,L2/3 IT Ndst4 ENTl_2
198,198,665,2299,2328,2123.236293,-4646.01056,0.289256198,L2/3 IT RSP_ACA_1,L2/3 IT RSP_ACA_1
198,148,107,2299,99372,8.003490003,-134.0106918,0.046541975,L2/3 IT RSP_ACA_1,L2/3 IT RSP_ACA_2
148,148,74772,100484,99372,127.9607223,-368032.4657,0.744118467,L2/3 IT RSP_ACA_2,L2/3 IT RSP_ACA_2
236,148,1008,20055,99372,8.64315828,-1311.143327,0.05026178,L4/5 IT Rspo1 RSP_ACA,L2/3 IT RSP_ACA_2
187,187,4081,5723,5544,2197.952276,-31489.66893,0.713087541,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2
192,187,138,3613,5544,117.7298347,-528.8820495,0.038195405,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2
170,188,112,2947,64263,10.10591223,-163.1458424,0.038004751,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
187,188,193,5723,64263,8.967496137,-258.1417102,0.033723572,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
188,188,53671,67674,64263,210.8897516,-299654.6324,0.793081538,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
191,188,1540,20771,64263,19.71518925,-3203.681636,0.074141832,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
197,188,1580,43660,64263,9.623011189,-2205.133961,0.036188731,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
186,188,467,3529,64263,35.1886704,-1245.260368,0.132332105,L2/3 IT Pim1 Fst_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
200,188,867,13230,64263,17.42596705,-1695.932091,0.06553288,IT TEa-PERI-ECT Cntnap3,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
220,188,70,1254,64263,14.84356227,-128.2653205,0.055821372,L5 IT TEa-PERI-ECT 1110032F04Rik_2_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4
187,191,448,5723,21865,61.17914701,-1428.134029,0.078280622,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3
188,191,2314,67674,21865,26.72333506,-5535.269351,0.034193339,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3
191,191,14897,20771,21865,560.5192877,-93791.19554,0.717201868,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3
189,191,149,2155,21865,54.03661594,-457.15797,0.069141531,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3
192,191,434,3613,21865,93.87953231,-1576.603945,0.120121782,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3
166,190,584,6144,22245,73.01765161,-1969.254704,0.095052083,L2/3 IT Ndst4 Fign ENT Stpg1 Glra3_1_2_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
170,190,386,2947,22245,100.6174693,-1430.885453,0.130980658,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
171,190,720,7701,22245,71.8210242,-2416.863276,0.093494351,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
190,190,18374,22067,22245,639.6267792,-123710.6974,0.832646033,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
189,190,121,2155,22245,43.1324688,-344.1684026,0.056148492,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
192,190,224,3613,22245,47.62623799,-657.559082,0.061998339,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_2
189,189,837,2155,2083,3186.306464,-6304.304776,0.388399072,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1
189,192,81,2155,3318,193.5797808,-351.5330481,0.037587007,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4
192,192,1144,3613,3318,1630.723434,-7751.065776,0.316634376,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4
198,193,173,2299,38710,33.21869687,-448.3306167,0.075250109,L2/3 IT RSP_ACA_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
191,193,924,20771,38710,19.63767306,-1907.331594,0.044485099,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
189,193,496,2155,38710,101.6037791,-1868.878163,0.230162413,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
193,193,25903,36695,38710,311.6151998,-147251.8122,0.705899986,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
194,193,1312,6193,38710,93.52080034,-4829.579438,0.211852091,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
197,193,2323,43660,38710,23.48772418,-5236.336658,0.053206596,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6
189,194,197,2155,5155,303.0322937,-945.7892817,0.091415313,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7
194,194,2690,6193,5155,1439.862966,-18442.37805,0.434361376,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7
198,195,132,2299,174434,5.624739986,-125.2668555,0.057416268,L2/3 IT RSP_ACA_1,L2/3 IT Otof Bdnf_2_2
187,195,189,5723,174434,3.235232893,-96.0575663,0.033024637,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2,L2/3 IT Otof Bdnf_2_2
188,195,3491,67674,174434,5.053537503,-2942.570815,0.051585542,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_4,L2/3 IT Otof Bdnf_2_2
191,195,1837,20771,174434,8.664015924,-2419.611925,0.088440614,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_3,L2/3 IT Otof Bdnf_2_2
193,195,2856,36695,174434,7.624630505,-3429.648423,0.077830767,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6,L2/3 IT Otof Bdnf_2_2
194,195,455,6193,174434,7.197435935,-523.3039305,0.073470047,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7,L2/3 IT Otof Bdnf_2_2
195,195,128523,168523,174434,74.71179382,-563742.5029,0.762643675,L2/3 IT Otof Bdnf_2_2,L2/3 IT Otof Bdnf_2_2
197,195,1510,43660,174434,3.388135006,-799.0267412,0.034585433,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof Bdnf_2_2
196,195,11229,94981,174434,11.58168731,-18144.60144,0.118223645,L2/3 IT Otof Bdnf_2_4_1,L2/3 IT Otof Bdnf_2_2
187,197,467,5723,40487,34.44103294,-1224.363915,0.081600559,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_2,L2/3 IT Otof Bdnf_2_4_2
192,197,392,3613,40487,45.7932154,-1142.430186,0.108497094,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof Bdnf_2_4_2
193,197,1525,36695,40487,17.54066221,-2989.412576,0.041558795,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6,L2/3 IT Otof Bdnf_2_4_2
194,197,514,6193,40487,35.03039807,-1356.376954,0.082996932,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_7,L2/3 IT Otof Bdnf_2_4_2
197,197,21073,43660,40487,203.7162482,-103975.169,0.482661475,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof Bdnf_2_4_2
196,197,4721,94981,40487,20.97878326,-10247.39202,0.049704678,L2/3 IT Otof Bdnf_2_4_1,L2/3 IT Otof Bdnf_2_4_2
186,197,303,3529,40487,36.23881631,-810.6385373,0.085860017,L2/3 IT Pim1 Fst_2,L2/3 IT Otof Bdnf_2_4_2
170,196,147,2947,94542,9.015940659,-198.8834339,0.049881235,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_5,L2/3 IT Otof Bdnf_2_4_1
189,196,196,2155,94542,16.43927432,-376.4340611,0.090951276,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_1,L2/3 IT Otof Bdnf_2_4_1
192,196,794,3613,94542,39.72156825,-2246.816184,0.219761971,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_3_4,L2/3 IT Otof Bdnf_2_4_1
193,196,1718,36695,94542,8.462333038,-2202.703067,0.046818368,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_6,L2/3 IT Otof Bdnf_2_4_1
195,196,9450,168523,94542,10.13553021,-13996.53684,0.056075432,L2/3 IT Otof Bdnf_2_2,L2/3 IT Otof Bdnf_2_4_1
197,196,5421,43660,94542,22.44241152,-12157.82564,0.124163995,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof Bdnf_2_4_1
196,196,61046,94981,94542,116.1700885,-281603.2514,0.642718017,L2/3 IT Otof Bdnf_2_4_1,L2/3 IT Otof Bdnf_2_4_1
186,186,1812,3529,2878,3048.697794,-14056.81886,0.513459904,L2/3 IT Pim1 Fst_2,L2/3 IT Pim1 Fst_2
171,185,297,7701,229463,2.87207178,-125.6594741,0.03856642,L2/3 IT Otof TEa-PERI-ECT Gpr88 Trhr Efna5 Bc1_2_8,L2/3 IT Pim1 Fst_1_1
186,185,700,3529,229463,14.77176349,-1302.648473,0.198356475,L2/3 IT Pim1 Fst_2,L2/3 IT Pim1 Fst_1_1
185,185,187384,232698,229463,59.96886353,-808075.1744,0.805266912,L2/3 IT Pim1 Fst_1_1,L2/3 IT Pim1 Fst_1_1
198,199,1105,2299,1097485,7.483820195,-1525.535634,0.480643758,L2/3 IT RSP_ACA_1,L2/3 IT Otof Bdnf_2_5_2
148,199,13542,100484,1097485,2.098388669,-3252.284155,0.134767724,L2/3 IT RSP_ACA_2,L2/3 IT Otof Bdnf_2_5_2
195,199,17973,168523,1097485,1.660586223,-2160.340274,0.106650131,L2/3 IT Otof Bdnf_2_2,L2/3 IT Otof Bdnf_2_5_2
197,199,8311,43660,1097485,2.963941235,-3931.94869,0.190357306,L2/3 IT Otof Bdnf_2_4_2,L2/3 IT Otof Bdnf_2_5_2
196,199,11244,94981,1097485,1.843249553,-1901.725249,0.118381571,L2/3 IT Otof Bdnf_2_4_1,L2/3 IT Otof Bdnf_2_5_2
185,199,34211,232698,1097485,2.289144228,-10135.0769,0.147018883,L2/3 IT Pim1 Fst_1_1,L2/3 IT Otof Bdnf_2_5_2
199,199,985621,1091386,1097485,14.06149859,-3060515.062,0.903091115,L2/3 IT Otof Bdnf_2_5_2,L2/3 IT Otof Bdnf_2_5_2
238,199,1068,3115,1097485,5.338426155,-1069.685913,0.342857143,L4 IT Rspo1 Stxbp6_9_3_1,L2/3 IT Otof Bdnf_2_5_2
200,200,7987,13230,11279,914.643547,-53543.30243,0.603703704,IT TEa-PERI-ECT Cntnap3,IT TEa-PERI-ECT Cntnap3
220,200,46,1254,11279,55.57613357,-143.3564263,0.036682616,L5 IT TEa-PERI-ECT 1110032F04Rik_2_1,IT TEa-PERI-ECT Cntnap3
238,238,955,3115,3610,1451.231678,-6305.277429,0.306581059,L4 IT Rspo1 Stxbp6_9_3_1,L4 IT Rspo1 Stxbp6_9_3_1
235,235,1888308,2022805,2053107,7.769728833,-4872592.555,0.933509656,L4 IT Rspo1 Stxbp6_9_7_2,L4 IT Rspo1 Stxbp6_9_7_2
242,235,13230,60257,2053107,1.827424259,-2352.949307,0.219559553,L4/5 IT Rspo1 Stxbp6_3,L4 IT Rspo1 Stxbp6_9_7_2
236,235,2791,20055,2053107,1.158308431,-35.87203939,0.13916729,L4/5 IT Rspo1 RSP_ACA,L4 IT Rspo1 Stxbp6_9_7_2
239,235,79856,516751,2053107,1.286214124,-2777.433811,0.154534776,L4/5 IT Rspo1 Stxbp6_9_3_2,L4 IT Rspo1 Stxbp6_9_7_2
242,242,37383,60257,58325,181.7651121,-188261.9888,0.620392651,L4/5 IT Rspo1 Stxbp6_3,L4/5 IT Rspo1 Stxbp6_3
243,242,5449,64741,58325,24.65933089,-12703.12963,0.084166139,L4/5 IT Hsd11b1 S100b_1,L4/5 IT Rspo1 Stxbp6_3
242,243,4791,60257,63351,21.44686517,-10472.951,0.079509435,L4/5 IT Rspo1 Stxbp6_3,L4/5 IT Hsd11b1 S100b_1
243,243,45855,64741,63351,191.0523794,-240893.9466,0.708283777,L4/5 IT Hsd11b1 S100b_1,L4/5 IT Hsd11b1 S100b_1
244,244,181483,262918,259833,45.3962473,-683961.4408,0.690264645,L4/5 IT Hsd11b1 S100b_3_2_1,L4/5 IT Hsd11b1 S100b_3_2_1
245,244,37115,310560,259833,7.859741637,-48095.83771,0.119509918,L4/5 IT Hsd11b1 S100b_3_2_2,L4/5 IT Hsd11b1 S100b_3_2_1
246,244,4922,110082,259833,2.94055713,-2135.431384,0.044712124,L4/5 IT Kcng1 Trbc2_3_3_3,L4/5 IT Hsd11b1 S100b_3_2_1
237,244,5283,96977,259833,3.582747397,-3043.82994,0.054476835,L4/5 IT Rspo1 Stxbp6_9_5,L4/5 IT Hsd11b1 S100b_3_2_1
249,244,11407,214392,259833,3.499187299,-6437.737663,0.053206276,L5 IT Kcng1 Trbc2_3_3_4_3,L4/5 IT Hsd11b1 S100b_3_2_1
242,245,4410,60257,312208,4.005767029,-2927.945573,0.073186518,L4/5 IT Rspo1 Stxbp6_3,L4/5 IT Hsd11b1 S100b_3_2_2
243,245,7663,64741,312208,6.478493482,-8254.65088,0.118363942,L4/5 IT Hsd11b1 S100b_1,L4/5 IT Hsd11b1 S100b_3_2_2
244,245,41152,262918,312208,8.566930247,-57016.10268,0.156520284,L4/5 IT Hsd11b1 S100b_3_2_1,L4/5 IT Hsd11b1 S100b_3_2_2
245,245,234960,310560,312208,41.40978917,-893863.5211,0.756568779,L4/5 IT Hsd11b1 S100b_3_2_2,L4/5 IT Hsd11b1 S100b_3_2_2
200,246,492,13230,105026,6.050720113,-486.1148239,0.037188209,IT TEa-PERI-ECT Cntnap3,L4/5 IT Kcng1 Trbc2_3_3_3
246,246,80788,110082,105026,119.407705,-392695.3617,0.733889283,L4/5 IT Kcng1 Trbc2_3_3_3,L4/5 IT Kcng1 Trbc2_3_3_3
227,246,187,4435,105026,6.860405527,-206.7911738,0.0421646,L5 IT PL-ILA-ORB_AI Vegfd_3_3,L4/5 IT Kcng1 Trbc2_3_3_3
236,236,7338,20055,17824,350.7910454,-38995.23083,0.365893792,L4/5 IT Rspo1 RSP_ACA,L4/5 IT Rspo1 RSP_ACA
237,237,63490,96977,104651,106.903477,-286062.8538,0.654691319,L4/5 IT Rspo1 Stxbp6_9_5,L4/5 IT Rspo1 Stxbp6_9_5
239,237,19060,516751,104651,6.022777497,-19905.03545,0.036884302,L4/5 IT Rspo1 Stxbp6_9_3_2,L4/5 IT Rspo1 Stxbp6_9_5
249,237,8794,214392,104651,6.697814789,-9660.613917,0.041018322,L5 IT Kcng1 Trbc2_3_3_4_3,L4/5 IT Rspo1 Stxbp6_9_5
229,237,243,1919,104651,20.67695332,-523.2378072,0.126628452,L5 IT Gpr88 Cryab Igfbp6_3_7_1,L4/5 IT Rspo1 Stxbp6_9_5
238,239,925,3115,502771,10.0928099,-1437.034782,0.296950241,L4 IT Rspo1 Stxbp6_9_3_1,L4/5 IT Rspo1 Stxbp6_9_3_2
235,239,67187,2022805,502771,1.128910839,-562.7120155,0.033214769,L4 IT Rspo1 Stxbp6_9_7_2,L4/5 IT Rspo1 Stxbp6_9_3_2
246,239,5728,110082,502771,1.768540907,-816.7151299,0.052033938,L4/5 IT Kcng1 Trbc2_3_3_3,L4/5 IT Rspo1 Stxbp6_9_3_2
236,239,5279,20055,502771,8.946587366,-7522.882454,0.263226128,L4/5 IT Rspo1 RSP_ACA,L4/5 IT Rspo1 Stxbp6_9_3_2
237,239,14747,96977,502771,5.168486031,-13267.00878,0.152066985,L4/5 IT Rspo1 Stxbp6_9_5,L4/5 IT Rspo1 Stxbp6_9_3_2
239,239,362305,516751,502771,23.82985575,-1142953.671,0.701121043,L4/5 IT Rspo1 Stxbp6_9_3_2,L4/5 IT Rspo1 Stxbp6_9_3_2
241,239,12037,190453,502771,2.148121561,-2931.247915,0.063201945,L5 IT RSP_ACA Npnt_1_3,L4/5 IT Rspo1 Stxbp6_9_3_2
227,239,264,4435,502771,2.023199525,-57.6639496,0.059526494,L5 IT PL-ILA-ORB_AI Vegfd_3_3,L4/5 IT Rspo1 Stxbp6_9_3_2
247,239,56,568,502771,3.350951197,-32.43133278,0.098591549,L5 IT Kcng1 Trbc2_3_3_4_1,L4/5 IT Rspo1 Stxbp6_9_3_2
249,239,9767,214392,502771,1.548392374,-856.9748283,0.045556737,L5 IT Kcng1 Trbc2_3_3_4_3,L4/5 IT Rspo1 Stxbp6_9_3_2
229,239,161,1919,502771,2.851538981,-70.18639895,0.083897863,L5 IT Gpr88 Cryab Igfbp6_3_7_1,L4/5 IT Rspo1 Stxbp6_9_3_2
236,241,1674,20055,181898,7.841578501,-2052.511211,0.083470456,L4/5 IT Rspo1 RSP_ACA,L5 IT RSP_ACA Npnt_1_3
241,241,156292,190453,181898,77.09383284,-725821.0949,0.820632912,L5 IT RSP_ACA Npnt_1_3,L5 IT RSP_ACA Npnt_1_3
227,241,140,4435,181898,2.965549098,-63.38836551,0.03156708,L5 IT PL-ILA-ORB_AI Vegfd_3_3,L5 IT RSP_ACA Npnt_1_3
251,241,151,4043,181898,3.508681226,-86.16774072,0.037348504,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_2,L5 IT RSP_ACA Npnt_1_3
240,241,2539,22614,181898,10.54765753,-3825.106332,0.112275581,L5 IT RSP_ACA Npnt_1_1,L5 IT RSP_ACA Npnt_1_3
227,227,1919,4435,4211,1755.879629,-13439.28259,0.432694476,L5 IT PL-ILA-ORB_AI Vegfd_3_3,L5 IT PL-ILA-ORB_AI Vegfd_3_3
247,247,274,568,592,13924.48531,-2500.200038,0.482394366,L5 IT Kcng1 Trbc2_3_3_4_1,L5 IT Kcng1 Trbc2_3_3_4_1
244,249,8477,262918,208791,2.638813638,-3088.416681,0.032241992,L4/5 IT Hsd11b1 S100b_3_2_1,L5 IT Kcng1 Trbc2_3_3_4_3
246,249,4559,110082,208791,3.389535116,-2429.237075,0.041414582,L4/5 IT Kcng1 Trbc2_3_3_3,L5 IT Kcng1 Trbc2_3_3_4_3
237,249,7187,96977,208791,6.065488122,-7239.213838,0.074110356,L4/5 IT Rspo1 Stxbp6_9_5,L5 IT Kcng1 Trbc2_3_3_4_3
227,249,1195,4435,208791,22.05266793,-2726.702557,0.269447576,L5 IT PL-ILA-ORB_AI Vegfd_3_3,L5 IT Kcng1 Trbc2_3_3_4_3
247,249,91,568,208791,13.11233129,-159.8095744,0.160211268,L5 IT Kcng1 Trbc2_3_3_4_1,L5 IT Kcng1 Trbc2_3_3_4_3
249,249,164615,214392,208791,62.8416656,-704264.0934,0.767822493,L5 IT Kcng1 Trbc2_3_3_4_3,L5 IT Kcng1 Trbc2_3_3_4_3
250,249,397,2920,208791,11.12742081,-622.9274377,0.135958904,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_1,L5 IT Kcng1 Trbc2_3_3_4_3
220,249,122,1254,208791,7.962494602,-154.3490873,0.097288676,L5 IT TEa-PERI-ECT 1110032F04Rik_2_1,L5 IT Kcng1 Trbc2_3_3_4_3
250,250,1731,2920,3088,3280.466113,-13564.44947,0.592808219,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_1,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_1
251,250,484,4043,3088,662.465033,-2734.728625,0.119713084,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_2,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_1
250,251,455,2920,4112,647.5511371,-2558.267371,0.155821918,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_1,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_2
251,251,2978,4043,4112,3061.022185,-24002.85369,0.736581746,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_2,L5 IT ENT_TEa-PERI-ECT Sfrp1_1_2
216,216,192306,221745,220944,67.07418701,-882119.3437,0.867239397,L5 IT Colq,L5 IT Colq
229,216,381,1919,220944,15.35558689,-724.3327751,0.198540907,L5 IT Gpr88 Cryab Igfbp6_3_7_1,L5 IT Colq
232,216,2059,39744,220944,4.006832533,-1353.532384,0.051806562,L5 IT Prss23,L5 IT Colq
215,216,8023,173303,220944,3.580528462,-4633.186864,0.04629464,L6 IT Igfbp4 Gucy1a1 Timp2_6_4,L5 IT Colq
229,229,478,1919,1649,2581.254923,-3423.319309,0.249088067,L5 IT Gpr88 Cryab Igfbp6_3_7_1,L5 IT Gpr88 Cryab Igfbp6_3_7_1
232,232,29653,39744,37653,338.607139,-176135.9348,0.74610004,L5 IT Prss23,L5 IT Prss23
218,232,265,8463,37653,14.21086716,-465.018055,0.031312773,L5 IT ENT_TEa-PERI-ECT Sema3e,L5 IT Prss23
225,232,83,1551,37653,24.2865229,-190.4091114,0.053513862,L5 IT PL-ILA-ORB_AI Vegfd_3_1,L5 IT Prss23
243,228,2983,64741,171417,4.593234213,-2278.110653,0.046075902,L4/5 IT Hsd11b1 S100b_1,L5 IT Gpr88 Cryab Igfbp6_3_6
228,228,135106,166114,171417,81.07988819,-620093.2648,0.813333012,L5 IT Gpr88 Cryab Igfbp6_3_6,L5 IT Gpr88 Cryab Igfbp6_3_6
